Household_ID,Electricity_Consumption_kWh,Renewable_Energy_Usage,Season,Weather,Temperature_Celsius,Bill_Amount_INR
121,418.6547921,1,Monsoon,Rainy,28.22144316,3249.1505580000003
122,163.5918818,0,Summer,Cloudy,28.07169296,3655.906986
123,510.4191466,1,Spring,Stormy,20.9883285,4252.290401
124,89.72234058,0,Summer,Cloudy,27.71500145,4794.930507
125,388.0285641,0,Spring,Clear,28.67699625,6053.714922
126,628.5683439,0,Winter,Rainy,23.82346837,4321.043024
127,151.4195512,0,Monsoon,Cloudy,33.81637992,4989.138355
128,215.0553406,1,Spring,Cloudy,15.0,4059.561489
129,314.9477048,0,Winter,Stormy,25.17771726,3646.29866
130,224.4786519,1,Spring,Cloudy,21.04850879,3822.399002
131,67.40048534,1,Summer,Clear,30.13801513,3486.407421
132,310.2844462,0,Summer,Clear,28.77858463,6347.226602
133,140.6544429,0,Summer,Stormy,21.78729087,4759.416619
134,371.0388646,1,Spring,Stormy,26.2956065,4099.117393
135,162.0863649,0,Spring,Stormy,16.65319112,3790.594107
136,532.4901608,0,Summer,Stormy,30.39495574,5567.7718700000005
137,182.5120061,1,Monsoon,Cloudy,15.870394,4464.027950000001
138,251.6907726,0,Monsoon,Clear,23.30646682,2591.463157
139,422.0275826,1,Summer,Rainy,20.77669506,4249.738654000001
140,115.3703525,1,Spring,Clear,30.98001397,4210.660346000001
141,334.1189902,0,Monsoon,Rainy,20.98631411,5247.173285999999
142,496.0714131,1,Summer,Clear,32.42981016,4256.459382
143,58.87751482,0,Summer,Stormy,30.58906261,3514.185569
144,327.6950788,1,Winter,Rainy,15.0,4304.455798
145,338.9824191,1,Summer,Clear,34.96615103,4023.6016139999997
146,417.2734308,0,Spring,Stormy,17.89675713,4668.598629
147,114.4573934,0,Winter,Clear,23.87841595,5301.858303
148,101.931508,1,Winter,Rainy,28.39123283,4397.2359799999995
149,378.2912348,1,Monsoon,Rainy,28.4243356,5403.517216
150,344.547701,0,Winter,Stormy,26.9260214,4193.285115
151,337.5739276,1,Spring,Rainy,25.56652842,4480.039281
152,351.9672314,1,Monsoon,Stormy,20.92027593,4717.175634
153,197.9962918,0,Monsoon,Cloudy,26.28638637,7151.169742
154,334.8380546,0,Summer,Clear,23.29501879,2951.1619330000003
155,343.960871,1,Spring,Clear,26.04017823,4788.109702
156,192.8472873,0,Spring,Stormy,15.0,3591.838005
157,579.8661767,1,Winter,Cloudy,35.0,4315.462499
158,371.0749381,1,Spring,Clear,29.75614767,3702.348614
159,121.3044754,1,Monsoon,Rainy,25.04985373,4576.977723
160,398.4830413,0,Monsoon,Stormy,27.03367651,6575.790389
161,153.7977495,0,Spring,Rainy,28.15549389,4044.2197290000004
162,418.0626906,0,Winter,Cloudy,27.4915779,4452.991809
163,473.7893369,1,Summer,Stormy,28.27172062,4344.270502
164,176.8976522,1,Spring,Clear,26.45621481,3329.977293
165,444.5064194,1,Winter,Stormy,23.84855242,3496.360043
166,361.917139,0,Winter,Clear,18.38039551,5181.377495000001
167,423.309024,1,Winter,Cloudy,23.4547634,2506.222201
168,584.5189474,1,Summer,Rainy,26.61792441,3504.468394
169,263.1917826,1,Summer,Stormy,30.09138801,3933.8806369999998
170,186.9395753,1,Summer,Rainy,27.40014848,3964.658946
171,166.5728356,1,Winter,Clear,23.54469237,4507.6152
172,177.6284573,1,Summer,Stormy,25.39079991,4027.3646409999997
173,288.4347436,0,Winter,Rainy,19.70180254,5321.592831
174,351.1727962,0,Spring,Stormy,27.59191441,4235.297135
175,341.5036199,0,Winter,Clear,22.9899355,4523.013786
176,424.0774874,1,Spring,Rainy,19.07470833,4848.324406
177,301.9502838,0,Spring,Rainy,23.61681296,4093.994219
178,518.0301116,1,Summer,Clear,25.93696233,2999.5035890000004
179,260.301475,1,Summer,Clear,29.9967551,4618.460225
180,708.025375,0,Winter,Stormy,24.82819273,4725.214746
181,393.8501022,1,Spring,Rainy,15.18737286,3515.335951
182,171.4263665,1,Spring,Clear,24.08443898,4106.57519
183,139.3661253,1,Monsoon,Rainy,23.97448992,4768.779671
184,372.3708623,0,Spring,Clear,20.44309837,3765.299986
185,266.4805822,1,Summer,Stormy,20.84924448,2728.829185
186,407.1000741,1,Summer,Cloudy,30.36995088,3702.820282
187,370.9856437,0,Spring,Clear,26.80081235,4424.169714000001
188,289.0756631,1,Spring,Rainy,30.35772706,4649.510156
189,172.9809423,0,Winter,Stormy,28.96049305,5672.342066
190,72.7729163,1,Monsoon,Rainy,24.6355984,3238.716319
191,233.0227572,0,Monsoon,Rainy,26.8349655,4453.194595
192,428.4598191,0,Winter,Cloudy,24.50638034,5693.320813
193,332.1140616,0,Winter,Rainy,22.53898061,5145.117999
194,113.1391832,1,Monsoon,Clear,17.87998994,3055.4532160000003
195,325.9771389,1,Monsoon,Clear,22.86341348,4734.2935560000005
196,357.797607,1,Winter,Rainy,31.08056814,3835.132061
197,167.4213846,1,Spring,Clear,17.43657665,4824.453767
198,323.0587659,0,Spring,Rainy,26.62383166,3955.61747
199,308.7313078,0,Summer,Cloudy,18.56630638,5079.8917089999995
200,128.5544553,0,Monsoon,Rainy,21.53397779,5517.651385
201,353.6681041,1,Monsoon,Stormy,26.85483815,3964.9156399999997
202,384.117679,1,Monsoon,Cloudy,24.62944879,2743.590089
203,462.4576865,0,Monsoon,Stormy,27.83546716,5549.343563
204,458.0703078,0,Winter,Rainy,22.88886416,6156.23838
205,93.34959481,0,Spring,Stormy,25.0436167,4692.706761
206,159.326244,0,Spring,Cloudy,23.54722308,5028.926785
207,377.2552901,0,Summer,Stormy,23.92505526,5850.157999000001
208,377.0678926,0,Monsoon,Cloudy,29.9818005,5558.307137000001
209,377.2571529,0,Summer,Stormy,28.33225388,5476.678975
210,877.9097236,0,Spring,Stormy,18.2663268,3752.785546
211,385.6335766,1,Winter,Stormy,27.68515925,4593.189165
212,470.334846,0,Spring,Stormy,30.0486076,6394.206706999999
213,443.1002645,0,Spring,Cloudy,22.25807532,4247.6228630000005
214,397.7086877,1,Winter,Stormy,23.18958041,4555.197459
215,252.7096133,1,Winter,Clear,21.52820813,5212.591109
216,413.8453831,1,Spring,Clear,22.79762792,2958.004214
217,184.0762178,1,Spring,Clear,24.40081008,3327.0596669999995
218,264.477209,1,Summer,Stormy,27.08155797,4681.659939
219,227.1954678,0,Monsoon,Cloudy,25.3745959,5499.67462
220,312.2811209,0,Winter,Clear,27.29273678,4267.887406
221,647.198785,1,Monsoon,Clear,27.88409848,4797.827485
222,19.91022111,1,Summer,Stormy,26.3405838,4051.545446
223,402.9390286,0,Winter,Clear,34.24226857,6081.621494
224,58.09261932,1,Winter,Stormy,22.48429143,3126.516328
225,229.2102201,0,Monsoon,Clear,32.8554675,4813.366189
226,463.3425895,1,Winter,Rainy,18.27124769,4657.338538
227,309.6420029,0,Spring,Cloudy,23.08377151,5323.828552999999
228,138.3382833,1,Summer,Stormy,25.0884096,3593.4580640000004
229,192.7044436,1,Summer,Stormy,23.20910434,3558.684632
230,401.9396623,1,Winter,Rainy,29.56749681,3935.092944
231,190.4450052,1,Winter,Cloudy,15.0,4063.460766
232,332.4687884,1,Monsoon,Stormy,21.70712562,1905.78314
233,306.835776,0,Summer,Stormy,21.12438408,5911.358595000001
234,202.2599479,1,Spring,Rainy,15.0,3977.803017
235,621.5916134,1,Spring,Clear,18.11370155,3940.6157489999996
236,395.0878533,0,Monsoon,Clear,32.33916282,4237.828869
237,0.0,1,Summer,Stormy,22.38888383,3192.143641
238,327.9681472,1,Summer,Rainy,18.11671049,4987.021887
239,200.7320303,0,Spring,Rainy,28.50149226,5330.406316999999
240,427.8650002,0,Summer,Stormy,15.83749777,5119.683679
241,181.1218892,1,Summer,Clear,29.72567584,3999.789123
242,282.7895338,1,Summer,Stormy,29.93230346,4168.303429
243,375.7480918,1,Spring,Clear,24.14723193,4581.436841
244,429.8632791,1,Winter,Rainy,26.13370149,4967.681493
245,119.9555389,0,Summer,Cloudy,35.0,3269.6123399999997
246,249.8248146,0,Winter,Rainy,25.31353514,5674.920524
247,228.7582033,0,Winter,Rainy,35.0,4670.843295000001
248,202.0006151,1,Monsoon,Stormy,26.22922998,3304.878463
249,564.818136,0,Winter,Rainy,25.4927163,4174.661771
250,360.7472566,1,Monsoon,Rainy,15.0,5285.928617
251,110.8674068,0,Summer,Stormy,23.46364684,5058.669639
252,437.6792921,1,Spring,Rainy,25.07318828,3767.3164939999997
253,618.3234296,0,Winter,Stormy,33.65847868,3487.292394
254,454.8697891,0,Winter,Clear,28.4018436,4460.699587
255,72.09450511,0,Spring,Rainy,28.81569797,6296.579031
256,227.3648891,0,Monsoon,Clear,23.98117517,3948.8294480000004
257,490.0366724,0,Monsoon,Clear,30.26707535,4900.099822
258,193.8495802,1,Monsoon,Rainy,32.29450032,3656.432751
259,366.5729142,0,Winter,Rainy,22.36195229,5207.03096
260,416.195108,0,Summer,Rainy,24.80180432,4590.711739
261,160.9604293,0,Monsoon,Cloudy,23.91465941,4354.371701
262,291.0711966,1,Monsoon,Cloudy,22.18172716,4287.958995
263,0.0,1,Spring,Stormy,19.28175813,3632.9125590000003
264,146.3418538,1,Summer,Clear,31.46096886,5223.244964
265,262.1147773,0,Summer,Rainy,27.78837509,4161.017581
266,112.8325227,0,Summer,Clear,24.45719626,6068.560552999999
267,544.8616956,0,Summer,Rainy,18.25722111,4920.802286
268,85.47879331,0,Summer,Rainy,29.71585286,5228.850711
269,233.993327,1,Monsoon,Stormy,27.21387277,4327.768921
270,319.6110866,1,Spring,Rainy,24.20874338,2974.8020850000003
271,516.1909934,0,Monsoon,Clear,15.0,6130.033111000001
272,84.62067732,0,Summer,Cloudy,16.23899572,5078.0939260000005
273,474.4745628,0,Spring,Clear,20.37111422,5352.555321999999
274,301.5349592,0,Winter,Clear,19.18526725,6324.344926
275,152.7737023,0,Winter,Cloudy,28.52514686,5060.594999
276,369.3155211,0,Summer,Stormy,27.91103353,4995.656457
277,329.8589543,0,Monsoon,Rainy,30.7892314,5622.754836
278,209.9674684,1,Spring,Clear,19.9814486,3554.280061
279,310.4703127,0,Spring,Stormy,23.31135038,4993.146748
280,242.2029605,0,Monsoon,Rainy,25.42619206,2916.977911
281,317.0276018,0,Summer,Rainy,26.7502584,4188.853572
282,399.3196012,1,Winter,Stormy,29.81878559,3563.753231
283,537.9025224,1,Winter,Stormy,32.08020847,4246.7042010000005
284,114.3276752,0,Summer,Cloudy,35.0,4474.69722
285,619.9550062,0,Spring,Clear,21.94954465,6027.712249
286,7.186830072,1,Monsoon,Cloudy,26.20632199,5435.087198
287,277.2322357,1,Summer,Clear,21.01120981,3768.310735
288,388.247581,1,Spring,Cloudy,30.2783729,3939.7085049999996
289,342.1487802,1,Monsoon,Rainy,22.35824034,3613.543671
290,206.595072,1,Spring,Stormy,24.54858899,2748.949298
291,268.7816624,1,Spring,Cloudy,26.46703276,4374.164812999999
292,226.0498598,0,Winter,Stormy,23.26821114,7681.257549
293,211.5952865,1,Summer,Rainy,31.90128956,3359.050049
294,427.4403146,0,Spring,Clear,20.95088897,4675.607084
295,353.5523229,0,Winter,Clear,29.72461087,5424.9414400000005
296,196.0635607,0,Summer,Cloudy,23.37285131,4369.308474
297,434.9399813,1,Summer,Cloudy,15.0,4758.981581
298,346.0949281,0,Monsoon,Stormy,24.44875991,4365.871246
299,421.9293178,1,Summer,Rainy,26.66946134,3282.945234
300,394.4443263,0,Winter,Clear,32.01465788,5643.597353
301,175.6507484,1,Winter,Rainy,33.43395246,5809.03622
302,215.972844,1,Summer,Stormy,27.41914325,3808.525725
303,412.0940408,1,Winter,Cloudy,15.72081324,4972.134252
304,391.5555398,1,Spring,Cloudy,26.51778286,4611.224967
305,296.8647609,1,Spring,Stormy,21.91482351,2849.076367
306,317.5991075,1,Monsoon,Stormy,24.20997156,4732.037518
307,491.6497344,0,Spring,Cloudy,18.68941138,7253.549254
308,211.2642917,0,Summer,Cloudy,22.90279434,5290.68506
309,382.0646072,1,Spring,Clear,22.57192111,3669.650117
310,269.6711021,0,Monsoon,Rainy,25.57785157,6419.374902
311,267.3478195,1,Winter,Clear,25.54147444,4776.5331830000005
312,464.8165278,0,Summer,Clear,19.61460975,4740.954826
313,423.8124523,1,Monsoon,Clear,16.72626104,3954.932087
314,422.0264454,0,Spring,Stormy,16.79017854,3442.898467
315,495.8218211,0,Summer,Cloudy,17.2850765,5429.2849909999995
316,303.1505762,1,Summer,Cloudy,26.19028713,3512.526977
317,402.2929457,1,Winter,Rainy,26.49567585,2806.5331220000003
318,253.4599865,1,Spring,Clear,27.06806565,5043.059829
319,348.6249529,1,Spring,Cloudy,17.95574717,3725.606304
320,280.4785418,0,Spring,Clear,20.96995705,5390.289699
321,314.5493947,1,Spring,Clear,20.70465862,2901.908268
322,389.2735538,1,Monsoon,Clear,25.19773822,3645.861304
323,177.2668975,0,Winter,Cloudy,25.72767066,5346.447939
324,613.8580914,1,Summer,Clear,28.98040578,4292.27764
325,149.0973928,1,Spring,Rainy,24.19417778,3353.14101
326,117.8717081,1,Winter,Cloudy,35.0,3830.2078
327,473.716631,1,Summer,Rainy,29.56599285,4791.161237
328,418.7494041,1,Spring,Cloudy,22.17495635,4603.030828
329,393.6179726,0,Summer,Clear,22.00812259,5096.396631
330,394.2518264,1,Spring,Stormy,27.67675352,3189.5378579999997
331,298.1629841,0,Spring,Clear,22.18427582,4768.202261
332,165.4118443,1,Summer,Stormy,21.18832174,3879.385451
333,311.3706837,0,Spring,Clear,22.75618141,4466.554794
334,198.4257433,0,Monsoon,Cloudy,26.00122,3888.9743420000004
335,446.26796,0,Monsoon,Rainy,26.37697694,5218.165938
336,277.9413928,0,Summer,Rainy,15.03933631,4924.979273999999
337,176.1754205,1,Spring,Stormy,21.96378747,5146.401629
338,251.7921238,1,Summer,Clear,30.41189845,3770.610405
339,361.9397181,0,Winter,Rainy,35.0,4589.814420000001
340,215.4413171,0,Winter,Rainy,24.82614042,2785.94462
341,176.6669407,1,Winter,Rainy,25.94364379,5128.28253
342,336.5530817,1,Spring,Clear,24.46516083,2638.0127190000003
343,336.7449857,0,Summer,Cloudy,31.5778875,3697.307785
344,223.9585237,1,Winter,Clear,21.32528692,4564.566411
345,229.3442542,0,Spring,Clear,30.87307745,5223.895543999999
346,334.8074906,1,Spring,Stormy,31.92681551,4064.1935089999997
347,82.78734878,1,Winter,Rainy,30.15791538,3657.841442
348,88.88043384,0,Monsoon,Clear,23.70742328,3409.60685
349,192.2333668,1,Monsoon,Rainy,26.61656553,4288.053513
350,267.9829272,1,Monsoon,Clear,32.17896708,4503.665822
351,346.6361348,1,Monsoon,Clear,27.91641542,3120.4246590000002
352,521.3034325,0,Summer,Cloudy,15.77380287,5237.671273
353,428.6489435,1,Summer,Rainy,25.43311533,4966.670051
354,276.0092205,1,Winter,Clear,20.71488232,2624.049696
355,297.1475688,1,Spring,Stormy,27.39836951,3844.040413
356,149.6205953,1,Monsoon,Clear,26.13544778,3309.264793
357,297.2230296,1,Spring,Cloudy,20.26848031,3169.935733
358,256.7012042,0,Spring,Rainy,28.88475932,5102.239141
359,348.4077841,1,Summer,Clear,24.66413479,4167.260783
360,175.9153585,1,Spring,Stormy,24.2981997,4184.483292
361,377.9019771,0,Spring,Stormy,24.198186,5579.7073439999995
362,529.910837,0,Monsoon,Rainy,24.82992977,5129.18591
363,283.6859777,0,Winter,Clear,25.58322612,5856.901133
364,360.2567583,1,Summer,Stormy,28.04722737,3658.282916
365,403.5215988,1,Monsoon,Rainy,24.20072957,4860.943071
366,239.8169292,0,Winter,Stormy,27.33234197,4239.315645
367,333.6138723,0,Monsoon,Rainy,29.4167906,3424.596836
368,301.8888601,1,Winter,Stormy,31.78039704,4525.424655
369,314.6514148,1,Monsoon,Stormy,20.90379848,4061.5804789999997
370,184.0485324,1,Monsoon,Stormy,20.37672147,2968.69359
371,303.6765261,0,Winter,Clear,18.63446326,6704.336653
372,374.6997437,1,Monsoon,Cloudy,22.99933089,2650.036781
373,517.6715412,0,Winter,Clear,28.84569331,6116.063765999999
374,443.8906239,0,Spring,Cloudy,15.78949194,6924.415959
375,622.9773686,0,Spring,Cloudy,20.92742173,7452.67454
376,184.8978656,1,Winter,Clear,20.098891,4699.2565509999995
377,430.8480955,1,Monsoon,Clear,24.65850762,4731.204183
378,327.5013009,0,Spring,Stormy,29.78866821,6431.581725
379,628.47044,0,Winter,Cloudy,19.88369937,4538.7670450000005
380,178.7552572,1,Summer,Clear,29.62423849,3094.524577
381,174.0417237,0,Spring,Clear,33.32190875,6780.16197
382,210.0911032,0,Winter,Cloudy,29.35190839,4159.869525
383,0.0,1,Winter,Clear,22.15464014,4992.73806
384,221.1367467,1,Spring,Stormy,16.03191842,4741.8166949999995
385,186.1301008,1,Monsoon,Clear,27.43077081,2826.607288
386,322.559068,0,Summer,Rainy,29.08759013,6594.151829
387,351.2633964,0,Winter,Cloudy,25.16699116,4258.762679
388,581.4256259,1,Monsoon,Rainy,33.15821928,3558.223813
389,442.5635757,1,Monsoon,Rainy,15.0,2954.721743
390,213.4644517,0,Winter,Clear,25.57292923,3629.154962
391,165.2377993,0,Summer,Stormy,29.94184633,3745.4018079999996
392,373.7878757,1,Spring,Cloudy,29.96474697,4737.618496
393,101.9650189,1,Summer,Cloudy,21.61207357,5235.961247
394,574.7188149,1,Monsoon,Clear,22.77125475,2373.733841
395,476.9160181,1,Winter,Rainy,31.21899803,4088.197185
396,229.6236522,0,Winter,Cloudy,24.05985182,5082.124678
397,43.02982064,1,Summer,Rainy,27.26235001,3123.2923570000003
398,503.0808561,0,Summer,Clear,22.19794013,5454.600861999999
399,282.8190232,0,Summer,Stormy,19.75121206,6738.9220430000005
400,485.6724468,1,Winter,Clear,28.37070383,4012.466372
401,60.83585118,1,Winter,Rainy,22.7724194,4374.564666
402,210.0937466,0,Monsoon,Rainy,24.37185805,5470.851699999999
403,300.786555,0,Summer,Cloudy,24.94892551,3044.0665280000003
404,307.0470891,0,Monsoon,Cloudy,21.92646462,3648.642438
405,232.4901793,0,Monsoon,Clear,17.50674945,4862.6842990000005
406,393.4274899,1,Summer,Rainy,24.44071947,4399.049577
407,139.8569356,1,Spring,Rainy,24.15592581,4081.33215
408,278.6430772,0,Winter,Clear,21.81914115,5964.334765
409,318.0443448,0,Spring,Rainy,24.6823128,5259.892674000001
410,377.1658251,1,Winter,Rainy,31.74937468,4582.73336
411,406.7422317,0,Winter,Stormy,15.0,4825.068594
412,131.3036862,0,Winter,Stormy,15.0,4808.323797
413,69.88287439,0,Summer,Rainy,27.96378575,4519.603661
414,491.6515233,0,Summer,Clear,22.25285201,1847.9056259999998
415,349.8471018,0,Summer,Rainy,20.89485897,5646.136587
416,187.7270195,0,Winter,Cloudy,30.17323126,4994.2585229999995
417,532.6727963,1,Summer,Cloudy,27.65297239,5674.783993
418,317.3511951,0,Monsoon,Clear,22.09561872,4987.951479
419,476.8945776,0,Spring,Clear,26.51483885,5316.666232
420,310.1277722,0,Monsoon,Stormy,19.28334823,5339.060234999999
421,609.1121887,0,Winter,Cloudy,18.99769296,5215.860596
422,563.3011264,0,Summer,Rainy,24.70164924,5089.242653
423,262.6553777,1,Monsoon,Rainy,23.44063907,4562.010301
424,445.7356426,1,Spring,Clear,25.32693097,3732.9847310000005
425,396.8063924,1,Winter,Rainy,19.86613246,4427.5478140000005
426,505.2947336,0,Winter,Cloudy,24.90853918,3142.878723
427,155.2614809,1,Monsoon,Rainy,25.65275716,4406.80462
428,402.907719,0,Winter,Stormy,24.83796174,4301.052417
429,458.763673,0,Monsoon,Rainy,17.79810219,5628.739152
430,36.18907704,0,Summer,Cloudy,18.7058975,5185.400820999999
431,122.5112231,1,Winter,Clear,33.30482321,3323.813354
432,0.0,1,Monsoon,Stormy,15.0,1996.236406
433,259.5889748,0,Summer,Stormy,29.0354559,5161.364466999999
434,407.6313384,1,Spring,Stormy,22.64090276,3765.1272879999997
435,525.3535578,0,Monsoon,Rainy,23.94386515,5775.723874
436,311.1142171,1,Spring,Rainy,19.51600064,4332.189025
